source,target,weight
273,826,1
1390,130,1
3709,367,1
25,99,1
1387,3522,1
1005,19164,1
252,4083,1
150,993,2
583,868,1
897,14,1
800,26789,2
399,1028,1
750,619,1
41,52,2
416,839,2
18,56,1
18075,862,1
281,990,2
6182,1531,1
1386,2655,1
506,131,1
1390,10155,1
398,131,2
41,2462,1
862,15374,1
130,19,2
19,4097,1
749,130,1
2969,3558,1
1071,699,1
130,1005,3
86,167,1
1162,5773,1
969,1165,1
862,1253,1
40,3161,1
5,1415,1
873,1028,1
130,43321,1
3368,3302,2
410,1025,2
415,993,1
430,428,1
1038,7030,1
430,4255,1
417,750,1
162,683,3
631,1020,2
6195,46,1
18,970,1
762,2577,2
714,1108,2
1084,11596,1
148,11141,1
800,862,1
15,82,2
162,1080,1
1050,272,1
1084,2687,1
1627,10643,1
1071,164,1
40,252,1
1416,1041,1
1390,607,2
681,12405,2
130,26722,2
289,1020,1
46,130,7
276,4102,1
610,1108,1
337,1078,2
430,276,1
331,13222,1
1429,22203,1
5,1005,4
1390,276,2
533,80,3
24,293,1
762,991,1
1049,416,1
714,583,1
1123,989,1
430,410,1
31,990,1
331,3368,1
2867,4542,1
2698,3368,1
405,1089,1
289,1027,1
244,1147,3
46,141,1
368,3057,1
252,2721,1
458,276,1
142,4053,1
750,290,1
46,2253,1
506,4324,1
164,2814,1
839,46856,1
1084,252,1
458,2253,1
720,714,1
33,455,1
506,2581,1
180,873,1
458,2921,2
12,2655,2
337,641,1
506,41,1
862,197,1
631,968,2
180,466,1
289,3688,1
11,585,1
1123,873,1
1025,749,1
12,7170,1
3008,1220,1
289,350,1
1184,1095,1
681,606,1
379,337,3
862,1420,1
1627,1429,1
18,3958,1
379,989,1
800,2921,3
12,1386,1
506,1105,1
130,162,1
533,2288,1
180,2282,1
6692,1387,1
800,1047,2
148,1035,2
16795,1244,2
506,862,1
985,1071,2
180,2963,1
1408,1038,1
40,931,1
800,4103,1
1387,2921,2
398,1103,1
3057,2921,1
583,162,1
164,512,2
416,1210,2
1390,9826,1
984,1039,1
1010,3489,1
148,41,1
130,952,1
631,180,2
12,800,1
252,4102,1
44,129,2
4,1017,1
82,129,1
46,3522,4
130,14888,1
1039,3717,1
1071,467,1
252,416,2
940,641,1
148,972,2
1049,1532,1
1038,862,1
2921,1408,1
19,4033,1
1175,862,1
800,4718,2
281,984,1
1071,2999,1
419,46,1
142,5648,2
1038,1210,2
162,47,1
6692,4254,1
46,8817,1
1059,1050,1
281,447,1
130,8970,3
7971,897,1
5,4097,1
31,1003,2
164,1088,1
1390,4102,1
1041,750,1
1025,1005,1
603,1148,1
379,512,1
1159,16087,1
405,762,1
410,10686,1
1158,290,1
458,704,1
862,6574,1
252,862,2
150,142,1
31,989,1
1387,1627,1
82,3508,1
543,1420,1
410,237,1
171,1087,1
430,4085,1
4,52,1
5,4271,3
131,16795,1
418,1049,1
583,1290,1
150,2687,1
11,543,1
